Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20
88.0,0.329888139303105,0.2451798622272845,,,,0.8142146125479665,8.156510561392981,-1.317727949735123,,1,Z,0,Category1,Option3,,6.294400689941409,Yes,Medium,
,0.5216941745098209,1.1649691278748282,,,80.0,0.6652676600048817,3.191797306904462,0.3700956600984329,,5,Y,1,Category2,Option2,,12.291239138754744,Yes,Low,some other
,0.26225843310194674,-0.6277400985131996,,,94.0,2.0505679569017317,0.38616848250822455,-0.802786871839655,,1,X,0,Category2,Option2,8.87922289276033,7.909286180247358,Yes,High,cat
,0.873724751277538,0.6558039115088595,B,,,1.9328060326231564,5.803692610449469,1.7631875692318328,9.24456826108543,2,Z,1,Category1,Option3,8.017091445547301,12.187141102516938,Yes,,dog
,0.19647403037171096,0.983773201546749,,,734.0,0.4838831129702386,3.609294366461939,1.1962488136594343,6.093364493311283,2,X,0,Category1,Option4,12.719931908393967,8.054799064531737,No,Medium,cat
,0.20446673652954905,-0.9880095545104408,A,,,3.6016794167737785,2.1797490526152683,-0.6318272249105953,3.9830008213192336,5,Z,0,Category1,Option4,9.249617242198815,11.700172613610347,No,High,
,1.1194108872233313,0.8994674927309381,A,0.0,156.5053273610073,0.36748069400085376,1.9845807578862138,-1.886894596204003,,4,X,1,Category1,Option4,,8.002058432507235,Yes,High,dog
,0.6693431225098726,-0.9946815840635644,C,1.0,,1.0199619036632912,3.000529481209788,-1.8288737251805511,,7,Y,0,Category1,Option1,,7.082889571382152,Yes,Medium,
,0.6166942527637177,-0.4265446537884126,B,0.0,943.0,1.9061453449374093,3.4122750771244847,-1.8166996048706514,,1,Z,0,Category1,Option2,,12.22521053192944,No,Low,some other
,0.39784059350675227,0.24841324363810094,,,375.4949833811835,0.8818023616724743,6.78316873260776,-0.5582426444100436,6.0572946358050945,1,Y,1,Category2,Option1,9.121465705372158,9.983985289746084,No,High,
25.0,0.2153884465515583,-0.16218574512540582,D,0.0,29.0,0.9005722820934562,8.635383114888342,-2.226560467920946,,2,Y,1,Category1,Option1,13.992655391094525,12.272306950616679,No,Low,dog
77.0,0.5863659457061223,0.1098224909936593,D,,718.0,0.10364135320905679,6.515693347908758,5.639152530750869,3.0545889295772457,1,Y,1,Category1,Option1,,14.51827815626461,Yes,High,cat
,0.6893653106130019,0.046061276167819895,A,1.0,818.0,0.38410406711547684,2.441538239736711,-0.1458149886108704,2.9454660459842916,5,Y,0,Category1,Option1,,12.86951472900283,Yes,Low,cat
9.0,0.2563251927959752,-0.6144443126462311,D,0.0,,0.5402497642205675,5.04106565174629,-1.2080606009521562,5.307717269601292,8,X,0,Category2,Option2,,5.0014803548479625,Yes,Medium,cat
20.0,0.8402721061132976,1.571863692226947,,1.0,,0.46437563909549073,3.486595827942849,2.5546812737265423,5.0720871976001884,1,X,0,Category1,Option4,13.560174931639079,8.764131458117605,Yes,High,
,0.5544168458653033,-0.11419582306089761,,0.0,730.0,0.36616049104776804,2.1720995578942643,1.3376852497623613,,2,Y,0,Category1,Option1,,11.622614823432885,Yes,High,cat
69.0,0.5023797226959373,-0.3547038794499192,C,,,0.021422961948799255,3.178987330016705,-4.093091205493322,,3,Y,0,Category1,Option3,,10.692971465251784,Yes,Medium,cat
,0.8614708510618418,1.225560654535665,,0.0,248.0,0.39058099330940776,14.542669184521424,-1.378145132982452,,2,Z,1,Category1,Option2,6.125444306009429,5.923153379145295,Yes,High,
47.0,0.18734205732634135,-0.8464302245757402,B,0.0,,1.956019897701512,1.0640819285045091,2.6885902293725574,,3,X,1,Category3,Option2,,11.782106529409983,Yes,Medium,dog
,0.019240441294699595,-1.0002884018164984,,,,1.2688701540534841,2.7672964649472176,-0.46225165984204575,5.912771296730062,6,X,0,Category1,Option3,12.062861321410077,11.179560440086776,Yes,Low,
82.0,0.7705388421615889,-1.2096388708020802,,,,0.11181861365425554,0.847355255851952,-1.2176411889395378,,3,X,0,Category2,Option1,9.226167250526734,6.380783423459632,No,,cat
,0.22139215618128205,0.47540375732864676,,0.0,,0.11075066695395425,2.882429998366598,-4.647367293232121,,17,X,0,Category1,Option1,11.305324935872838,7.430411655550575,No,High,dog
88.0,0.11343235421223707,0.2555119090447192,A,,552.0,0.7095805426144648,10.423695987971328,0.02134912495051037,,6,X,0,Category2,Option4,11.788475681713779,5.845521048288397,Yes,High,dog
49.0,0.25333382629284773,0.9215381277994277,B,,636.0,0.906874766892356,3.9618641197108473,1.8129695966823165,,11,Z,1,Category1,Option2,11.325960776793485,14.420011273804672,Yes,Low,cat
,0.157421454563074,-2.0088594825876855,A,0.0,585.0,0.0625064836299962,3.9283774163848637,0.46830802942465843,,1,X,0,Category2,Option2,9.90172186991015,9.067795541914196,Yes,,dog
19.0,0.26506002982769084,-0.04659599385564296,C,,,1.6948487190707473,4.312436504022833,-1.7023826497122385,,9,Y,1,Category1,Option1,7.452578979156611,12.000536587134402,Yes,Low,
,0.08901015062020712,0.40788751147832114,C,0.0,,0.13742656764455383,3.0625465158394873,0.2827785384406317,2.9548393534777615,8,Z,0,Category1,Option1,,10.821913869909858,Yes,Low,
,0.48126700487570495,0.6377786993856163,,0.0,,2.1081420998802627,7.160934456235619,2.039093114458264,,3,Z,0,Category1,Option2,12.836008819125182,10.052973614717782,No,High,
39.0,0.6941473860035723,1.3395927602811055,A,0.0,821.0,1.8265309546875992,6.307828016784013,0.6331121720407087,5.070308905943876,2,X,1,Category2,Option4,9.836248240960128,14.762831603048133,Yes,High,
,0.9063729869415142,-1.817375288789731,,1.0,25.0,1.191751777127747,0.955213501308318,0.8155189258080686,,9,X,0,Category1,Option1,12.25441304273752,11.614438048842207,Yes,Low,cat
,0.7454220499386234,0.18866690359650015,A,0.0,635.0,1.1569594314314844,2.9180212209549756,0.48631133143938915,2.041999651756137,2,Y,1,Category2,Option2,,5.739190238847748,Yes,Low,cat
,0.10871855141518061,0.49134599845512755,B,,,0.8046737788654361,7.02650409308748,-0.5075051092783767,,8,X,1,Category1,Option1,,9.261293326032089,Yes,Medium,
57.0,0.5351506333593106,0.2914447376896434,B,0.0,881.0,0.5843233871021278,0.7602455027376367,1.01388591829318,,1,X,0,Category2,Option4,8.996172767276445,7.21114740611394,Yes,High,dog
32.0,0.07932214768540713,-1.8575597141018236,A,,746.0,1.1356752334111382,7.797311907036508,-0.1869212230183135,2.9187669213127148,6,X,2,Category1,Option2,5.525559386716167,13.523839785117753,Yes,High,cat
31.0,0.5727787650681475,0.5927283511780853,,0.0,859.0,2.065336298777169,2.472702403774549,1.385716292894072,5.05630936944717,5,X,0,Category1,Option3,,5.544339630407855,Yes,Medium,dog
74.0,0.5283502776941749,0.4625540029099892,D,0.0,,0.2362178204016338,1.6164025643665925,2.630048963390613,,7,X,0,Category1,Option1,7.687296846029682,10.95388540866087,Yes,Medium,dog
,0.006517467110732422,-0.4063285162680183,D,0.0,79.0,1.2798129105019194,4.033812633775974,1.4973910511003994,,2,Y,0,Category2,Option1,9.662368784195223,10.750412390976068,No,High,
,0.7538132799757005,0.02490926586888825,B,1.0,285.0,0.21910242794330223,1.975787591042617,0.36102595192952386,,5,X,0,Category3,Option3,,7.137467812245944,Yes,Medium,
,0.6414250544093314,0.1406057517517604,A,,,2.261463882195988,1.2224431846532815,-1.8210043853067877,,5,Y,0,Category2,Option2,8.953973414981542,10.01450071939663,No,High,
55.0,0.4537550557286567,0.35302910470780946,B,1.0,,0.8848260549791519,4.6350192595055,3.2849752361698927,,3,Y,0,Category1,Option1,,13.198831884193762,Yes,Medium,
28.0,0.9189667085961204,0.6276457932965146,,,328.0,0.12302098102048764,3.9319025896831,0.6888597920552696,3.1090622540136392,1,Y,0,Category2,Option1,10.606237192612545,5.570863907078435,No,Medium,cat
,0.4526047761580443,0.6790048457479088,C,0.0,,0.0022229324662497462,0.8135850642351261,-0.6470793328773832,5.044927886795473,9,X,0,Category1,Option2,,7.84432877817237,No,Low,dog
0.0,0.46110313387019797,0.043251545860939024,,,,0.6275517023265296,2.9433834164542167,1.2657239038971946,7.023086079170957,2,X,1,Category3,Option3,9.835431097202568,6.949882035200577,Yes,Medium,
0.0,0.162696272879154,1.8839879794014243,,1.0,358.0,1.0357002327048956,7.842196068753104,0.6946028106828793,5.892869002176784,3,Y,0,Category1,Option1,8.950566184081975,7.91170866774088,Yes,High,cat
,0.6649052304302189,1.348020542609035,,,,3.4607463620551644,2.4517184655306212,-2.0397478423193807,,9,Z,0,Category2,Option1,,12.757710473742703,Yes,High,cat
,0.16851253108082298,0.6915853239783667,,,784.0,0.45212103715323554,0.3134895596490449,1.0723965267255904,3.8237763008931847,4,X,0,Category2,Option4,,13.657596529502738,No,Low,
5.0,0.3096375642939634,-0.4497668650361209,C,0.0,,0.0527097868524848,2.4140264500324133,0.7884517162217008,,1,X,0,Category1,Option4,,9.086341952690066,No,Medium,
,0.6991912081060323,-1.1311904474974361,D,1.0,,0.9198316733066181,11.89629450919781,4.777304644956531,,2,X,1,Category1,Option3,11.751760521316541,10.098828450476956,Yes,Medium,some other
,0.3060579219477887,-0.07172748987862064,,,,0.18356512123397936,0.5302684814143442,-1.2299988935243706,3.076254873451605,2,Y,0,Category1,Option2,8.994001104082134,12.1272676588158,No,High,
,0.6028215405871856,-0.279121050352481,D,0.0,757.0,3.867272183379297,2.654674758753119,0.7414237617345559,7.204954655325057,1,X,1,Category1,Option1,13.672791037709196,8.703247815098965,Yes,Low,
4.0,0.9767110996421522,0.19951767300784326,,0.0,443.0,0.4909710923455093,5.078184610294095,0.9346186323013429,,2,Y,0,Category1,Option4,,8.544436863610292,Yes,Low,cat
42.0,0.04311824505924189,-0.6330031374148529,A,0.0,,0.7873428135300853,1.2847373508823476,0.8668208577471079,5.858204652911208,9,Y,2,Category2,Option2,11.017103175155535,6.659030147751233,Yes,High,cat
58.0,0.394207890645633,1.1226840097636703,D,,,0.30465321413308055,6.630532016428409,-1.6524213620929977,,5,Z,1,Category3,Option1,,9.98416483787396,Yes,High,
31.0,0.8997348621633808,-1.1706841340537673,B,0.0,,2.3630476959782016,2.303122901294229,-0.30442710291044417,2.064496931474968,3,X,0,Category1,Option4,7.428565034569951,14.474123988910252,Yes,High,
1.0,0.5898681229750515,-1.5398874906711504,C,,720.0,0.07570204875104068,2.3092316859798983,-0.7699923852256124,,1,Y,0,Category1,Option1,12.094082589603378,7.6628953439071505,Yes,Low,
65.0,0.9417750970584057,0.6169452074971038,B,0.0,319.0,0.27870371342029454,4.0349335303777725,0.0818405763374489,,2,X,0,Category1,Option1,7.808591638163998,11.288325350596992,Yes,High,
,0.9504650153356877,1.5630115434955916,B,0.0,442.0,0.041519366295100946,3.552127355654615,-1.0991820001821926,6.950797113624234,3,Z,1,Category1,Option3,,5.567954546622699,Yes,Medium,
,0.8274282541238485,-0.803172056183737,B,0.0,,2.8172672744292115,2.5518414782480923,-0.024737333277568066,,2,Y,0,Category2,Option3,,7.339479787439403,Yes,,cat
35.0,0.3479193396418635,-1.215922284404202,A,0.0,,0.4349168655005538,0.4218181190767148,3.6316648336077124,,7,Z,0,Category1,Option1,10.447598332416046,8.128614879245298,Yes,Medium,dog
11.0,0.026721119318196207,0.4044117247164881,B,0.0,903.0,0.37635018754956256,6.750441469379169,1.2600965707714213,7.1173943584931685,3,X,0,Category2,Option3,,10.116983903892088,Yes,High,dog
,0.9538058590223918,-1.2664468433335632,B,1.0,44.0,1.7958465721971648,0.7185904184001325,1.3398747335101275,,1,X,0,Category1,Option3,7.894324457346508,13.373193753239303,Yes,Low,dog
82.0,0.20408058652464434,2.0742810552009816,C,0.0,310.0,2.1534198557545903,6.561774797607171,1.1573868060150365,,6,X,0,Category2,Option3,9.269558569368158,7.001991757045404,Yes,High,
,0.24258177191249453,0.37937513675028695,,0.0,,0.9999838344914396,1.9224104641784723,2.211173223886959,,1,Z,0,Category1,Option3,,12.79990511625439,Yes,High,cat
0.0,0.6659045897269159,0.6984707484110441,,,,1.9783917657155172,6.349142315430893,1.5157244310918674,,4,X,2,Category1,Option3,9.037854137558998,7.424927212498612,Yes,Low,
,0.7021824754866682,1.6892584287777643,C,0.0,702.0,2.9291367550479617,4.219456720044203,1.2099059243145753,,15,Y,0,Category3,Option2,,6.037400459116507,Yes,Low,some other
,0.9590183639767157,-0.3908168503603075,B,0.0,599.0,0.5638156438051154,16.00183840722536,0.8070915798849463,,1,Y,1,Category3,Option1,11.310715677092062,12.591401115970074,Yes,Medium,dog
,0.595266525586253,0.07263239934660805,,0.0,,0.7463383155379988,2.496112103267663,1.075564287523787,,5,X,1,Category1,Option2,12.725109360435896,14.43575585676478,Yes,High,
,0.4403299555840091,-1.1614056082336441,,0.0,848.0,0.20483868261668167,5.490506683270334,-3.6389698477637977,,1,X,1,Category3,Option4,,14.398374888645993,Yes,Low,dog
,0.12438133122346973,0.24356925050116948,B,0.0,922.0,2.2439123320962087,9.418309879224484,0.7704945950988583,,1,X,0,Category2,Option3,,10.086378991763294,No,Medium,
,0.8574103397753919,0.15573111208287851,,0.0,,1.0057870407040865,3.8921250075690437,0.6980542162075392,,8,Z,1,Category1,Option3,11.289192449358351,10.509504788503435,Yes,Low,
75.0,0.044264855390493185,-0.9914108079941348,,0.0,,2.717228279313629,3.03946012415684,0.8860222386207961,5.046573879039282,2,Z,0,Category1,Option1,13.02807381049937,9.172536739837863,Yes,Medium,
,0.852229115063022,1.097283947973528,B,,980.0,0.47348638194002346,2.20823456009199,1.1367760843632397,,24,Z,0,Category2,Option2,6.405547214893337,8.133775830129984,Yes,High,
,0.33631396056676743,0.9276219846411385,C,0.0,441.0,3.6943588086230275,3.2959729205952155,2.4786622963119935,,12,Y,0,Category1,Option4,,13.146317009958842,Yes,High,cat
68.0,0.9080293414023007,0.7363309784040608,C,,610.0,0.8268607247133359,5.808941502461453,0.658900614777025,4.925778227710128,1,X,0,Category1,Option1,12.43384395733033,9.991541931875911,Yes,,
47.0,0.850622832507647,1.9310735208907752,B,,140.0,1.3121136692035476,5.475833951551533,-0.27208250493457103,9.011116506897007,5,Y,1,Category1,Option4,8.760893179830713,11.020374435592576,Yes,High,dog
3.0,0.698924760902315,-1.4446773276772717,,1.0,888.0,1.0033681351894679,1.1380717023431817,-2.4787974145444145,,2,Z,0,Category1,Option3,,11.288220349866311,Yes,Medium,
,0.0213413833056717,0.4366315544418148,B,,436.0,0.04584109614172648,3.2654430815986557,2.3396711749027808,,3,Z,1,Category1,Option2,9.405160703218558,10.67816064119548,No,High,cat
,0.6916655986724336,0.722252413764994,D,0.0,,0.3258066197525026,0.947691773781183,-1.1469512870213805,,1,Z,1,Category2,Option2,8.86558498805165,12.841350225360479,No,Medium,
78.0,0.5618249437494095,1.2465069299004312,C,0.0,,2.71973737036662,1.9250329639854422,-1.7113814740429907,6.0030008260806875,1,X,2,Category2,Option3,9.808419121018856,10.762100110221558,Yes,Low,
,1.353971349044882,0.1261089990872255,,1.0,-185.15274948214113,0.8420724100198245,4.817926255559874,-0.3106843026438283,4.966229204314905,2,Y,2,Category1,Option2,7.755377307209454,9.866194504984229,Yes,Medium,some other
20.0,0.576869785861528,-0.23188477900245838,B,,193.0,0.09907612606919088,7.574095400763973,3.2290702257682664,,1,Y,0,Category1,Option2,11.66136157516475,9.335380742795968,Yes,Low,dog
,0.849543796761894,-0.7701314592605023,,,453.0,1.0197613595079336,2.749424435472415,1.090949439826336,2.2036890232472395,5,Y,1,Category1,Option2,,11.445966624603006,Yes,Low,dog
58.0,0.21065162422647576,-0.045574078231723304,C,,885.0,0.4822748962660348,10.657654991071029,0.9682095778372174,5.07143365043446,6,X,0,Category1,Option4,9.33913113274608,12.716932013702719,Yes,Medium,some other
23.0,0.3396483468348588,0.027727524313006468,D,,483.0,1.7157113915202091,3.9834680197841794,0.389008209910307,5.139129490575705,3,X,0,Category1,Option4,,12.105377592577621,Yes,High,cat
79.0,0.08831082199890272,0.8785885539422156,,,941.0,0.24835341599936395,2.8261501288453466,-0.029840442845938807,,2,Y,2,Category1,Option4,,11.287061157622636,Yes,Medium,dog
,0.7783739539658819,-0.3504798759321375,A,1.0,,5.229592955624768,1.2448928181710246,-0.9571876918318462,3.0292073084592506,5,X,0,Category1,Option4,,5.077329621172525,Yes,Low,dog
,0.09934307213456661,-1.0573035585841446,A,0.0,178.0,1.5945959755146621,11.753151619866093,0.6779248748905297,6.042329581652728,6,X,0,Category1,Option2,,8.5290294804633,Yes,Medium,
48.0,0.9119904710948296,-0.04635664366192061,B,,555.0,0.07163556449357633,6.417011369013491,1.0514621415783694,,5,Z,2,Category1,Option4,,8.636810302598045,Yes,Low,some other
49.0,0.5108555601106907,-0.19084845759822397,A,0.0,112.0,0.24514705051261115,1.3636226963350904,-4.796008235283255,,6,Z,1,Category1,Option2,8.957367093837853,13.07935068482976,Yes,Low,
69.0,0.2732522958715481,-0.7827181967091962,,0.0,601.0,1.8980657922182997,8.251728368503242,1.3899805330820565,2.9830159009088297,1,Z,0,Category1,Option1,,13.15411990724334,Yes,High,dog
,0.07002644755922904,0.98264139347881,D,0.0,148.0,0.26840121909591597,10.011250114858695,0.4509663933264574,,1,Y,0,Category1,Option2,9.013007804990488,6.998733296948959,Yes,Medium,dog
,0.8177907578326755,0.3332046811760623,D,0.0,,4.04433863545521,2.6833306548967975,-1.0977779994909405,7.93170097076629,2,Z,0,Category1,Option4,,5.096617864271166,No,Medium,cat
64.0,0.39228861690437555,-1.3660437666387624,A,0.0,858.0,0.4953814593618459,1.6714268917397466,1.804633293812359,,2,Z,1,Category2,Option3,10.90055106052228,7.652227602137149,Yes,Low,cat
,0.8848291627802793,-2.64119490216606,,0.0,441.0,0.007038624384295764,7.614265336375012,0.3980899918803707,,1,X,0,Category1,Option4,,10.9305990680851,Yes,High,cat
69.0,0.7205515754770517,0.3311345782902917,,,212.0,1.1737086126710474,2.4072955075566314,-3.7858890891378696,,4,X,0,Category3,Option2,8.404269620704422,5.006121314393156,Yes,High,cat
,0.08415431203200696,-1.6337911695364158,D,,125.0,0.49670698104209376,1.7700503604130413,0.5897379505521008,,3,Y,0,Category1,Option2,,5.16705113615841,Yes,Low,
0.0,0.7721249928010511,-0.06469550305301253,,,867.0,0.9143100387872992,2.3755633762240924,0.5970752694615076,7.01912174571667,1,X,0,Category1,Option3,,12.585423818421473,Yes,Low,some other
50.0,0.8226302461820598,0.5988146603341848,,0.0,829.0,0.7007297030094254,4.824246132368627,1.0154272796607735,3.8222686342364773,1,Y,1,Category1,Option2,8.806016527106186,8.597832621281457,Yes,High,cat
36.0,0.10018511110802708,0.4666219616513981,A,0.0,492.0,0.4942457768039012,1.83966488854705,0.5919020379211151,,8,X,1,Category2,Option2,12.32574094079585,12.28638227819156,Yes,High,cat
,0.6702483730956056,2.1435351503875424,A,,958.0,1.7522229821634607,4.407792894389377,-3.070030890209039,4.985743820308868,4,X,0,Category1,Option4,11.636259361552654,12.342783233828378,Yes,Medium,
48.0,0.22098103438623173,1.5744736420684515,A,0.0,948.0,1.4906244712830494,4.5513821536995644,2.3950772560895714,,6,Z,0,Category1,Option2,,7.503575528897075,Yes,High,some other
93.0,0.33535172861352824,-1.035376572065153,A,,834.0,3.401639480711714,5.429737092706145,-2.7429127672862186,5.983712223695946,8,X,0,Category1,Option3,8.67437169952605,9.316739041420151,No,Low,cat
,0.14040684675188353,-1.817191185163857,,,,0.6261131345487381,5.481659471734155,-0.18236880661621116,4.129247619781806,11,Z,2,Category1,Option3,8.86945418289001,14.097192550304175,Yes,Low,some other
98.0,-0.4569131667535164,-1.3066433096384862,,0.0,838.1891718795657,0.3823468021160282,2.7253878764454256,-0.8378354242937736,,1,X,2,Category1,Option3,,11.044094321502104,Yes,Medium,dog
,0.8575064636273748,0.9738090410404122,B,0.0,,1.4704638741583174,7.1959279990066385,0.44114295330955455,,3,X,0,Category1,Option4,,9.725416881165781,Yes,Medium,cat
77.0,0.9328824379767133,0.2148724414844536,B,,,0.537650370484312,5.736904225618916,-4.504194006399327,8.937210806335882,1,Y,2,Category1,Option2,8.87746173804977,13.366792078605702,Yes,Low,
,0.7217725998902571,0.2906844162171636,A,,,0.05218288253102071,13.596524132733244,1.2666360190961263,,2,Z,1,Category1,Option3,10.44262599920594,10.468279032857556,No,Low,
73.0,0.1643770110365107,-0.47970072348446396,C,0.0,,1.4314292826522221,4.193823566996343,-1.5924561824809023,,10,Y,1,Category1,Option2,7.097795333539254,11.012450007162489,Yes,High,dog
,0.0009129195408695834,-0.3326830376817652,,,,0.680763610213669,5.30835348419224,-0.24719028037589288,6.993596080373755,8,Y,1,Category2,Option1,,9.515492359141188,Yes,Low,cat
,0.36346715164278987,-0.851947442189638,A,0.0,331.0,1.0027778715240865,10.463783002680707,-0.9329764667259723,7.015673755443158,3,X,1,Category3,Option4,,13.747469600158484,Yes,Medium,some other
,0.5453139942248814,0.49445605518322416,C,,,2.286835041575211,,0.25561544586658136,,7,Z,1,Category1,Option1,13.036648897610268,13.758088498371945,Yes,High,
58.0,0.4169634544238936,0.9481696938648436,A,,,0.24325838679301595,0.3971278342964141,3.922642974864604,,1,X,0,Category2,Option2,,10.252067987566274,Yes,,
,0.6675590128316528,1.1454329630751028,,0.0,413.0,0.028215687747936796,,1.2064251113532618,,24,Z,2,Category1,Option3,7.225601655965784,6.327436654855173,Yes,Medium,dog
59.0,0.2783633930596453,-0.7108426521433691,,0.0,,0.09052206322384235,3.1170809951644505,1.9367151062452685,,9,Z,0,Category1,Option1,,13.594545380144824,No,High,cat
2.0,0.2899526427392588,0.2563207964036802,C,0.0,869.0,0.5630187848385725,2.8686963091049154,1.9870470463490482,9.053050265603227,4,Y,1,Category1,Option1,9.542435785888971,14.353980290311151,Yes,,dog
,0.006060533444845917,-0.02990240730721595,B,,305.0,0.20363927956680292,3.4710115620285604,3.7802275074124103,,2,X,2,Category1,Option4,,7.7544681660622725,No,High,cat
62.0,0.6415172971857807,-1.3398498458624626,,0.0,644.0,0.8975980609532339,5.732507618696023,0.6304784710204718,,3,Y,0,Category1,Option2,11.288089193987316,13.912867167397984,No,High,
,0.8459838734615371,0.5221613611199842,,0.0,,1.4461379411923965,3.3468110476104624,0.07450457889193,,2,Y,2,Category1,Option2,,11.30736580740044,Yes,Low,cat
,0.9162430445212889,0.15270042769699343,D,0.0,,1.045437149308727,0.9372683583814353,-1.8748513296571951,,2,X,0,Category1,Option1,9.487594888298302,5.890910465614226,Yes,Low,cat
,0.5871565138465034,0.9358461688202689,A,1.0,,0.43731143441470105,7.135658831998923,0.909278521507808,,2,Y,0,Category1,Option2,9.206715999909168,7.774962985334747,Yes,Low,dog
,0.19165313471828094,-0.20870313768089713,,,377.0,0.5530426557347722,5.63225364237092,-0.23920501183231382,5.948796580518989,1,Z,1,Category1,Option2,6.4777550191496935,11.325562467565776,No,,
,0.41032150615359075,-0.8204389690500441,,0.0,,0.11488329467326594,3.632365259010507,-1.098905583721158,,1,Y,0,Category3,Option4,11.054448735991713,14.138014529003165,No,Low,cat
,0.3576843505546594,0.4531944149790131,D,0.0,398.0,1.9877450487159405,0.7748426910007402,0.04114296360282901,,2,X,0,Category1,Option3,,7.387528501192081,Yes,,cat
20.0,0.05729147960318326,-1.0811569077100402,,,,1.6606308978350097,5.482857597359282,0.5605870947068121,,9,Z,0,Category1,Option1,13.889297623163598,12.409953754188123,Yes,Medium,dog
,0.014082689303173246,-0.5482518395287721,A,1.0,,0.6406474165096829,6.847147133738682,1.6538365993489974,7.006499857543475,1,Z,0,Category1,Option4,9.5763335776981,10.079172034652474,No,High,some other
,0.3105417191977139,0.05597882970986064,C,0.0,194.0,0.2648635835111414,1.8267179156818867,-0.49274942751743817,4.945146552693503,4,Z,0,Category1,Option1,9.407793873485735,13.79357589537456,Yes,High,some other
27.0,0.7092994878326765,-0.005837248436997097,,0.0,,0.22566806334185993,5.7287095637088505,-1.9198302315124314,,4,Z,0,Category1,Option1,,5.906162636895928,Yes,High,
14.0,0.5024493440377121,-0.6100245742000369,,,1542.9762339398699,3.479286043702676,2.0168650849729666,-0.5231099902155009,,2,Z,0,Category2,Option2,,7.359977759470207,No,High,some other
41.0,0.7652645838667375,0.48942362908487136,,,,0.08783921953656638,1.273969874667165,-0.004943787280393155,,8,Z,0,Category2,Option4,14.93893592613344,12.558940275975866,Yes,Low,dog
,0.8752354231023468,0.6856271408819361,D,0.0,,4.971024170007953,3.2604623860764015,2.3430347585818634,,10,Z,2,Category3,Option2,,8.712366460299673,Yes,Low,cat
,0.9488092614228859,-0.5960108773132345,,0.0,,0.07056929666754042,2.784976275776194,-2.3246141142887278,3.0722300247244565,1,Y,1,Category2,Option1,7.951002294032824,10.458830394551496,Yes,Medium,
,0.7981220238507631,-0.5737501142030665,D,,140.0,2.8401618625448894,2.44249681376906,-1.7887186108112778,4.887706499789483,2,Y,1,Category1,Option3,7.465379965284614,12.393688609046349,No,Low,cat
,0.04056811389181203,-0.6247429686971623,D,,172.0,1.8598818665387722,5.739065111980749,2.06036163783672,,2,Z,1,Category1,Option2,9.360276612029777,13.609954470757138,Yes,Medium,cat
